GEO_ID,FIPS,NAME,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0076E,DP05_0081E,DP05_0069PE,DP05_0070PE,DP05_0071PE,DP05_0072PE,DP05_0073PE,DP05_0074PE,DP05_0076PE,DP05_0082PE,Percent Nonwhite
1400000U,06037403324,Census Tract 4033.24; Los Angeles County; California,5947,900,83,96,4713,39,436,618,5329,15.1,1.4,1.6,79.3,0.7,7.3,10.4,7.8,92.2
1400000U,06037403325,Census Tract 4033.25; Los Angeles County; California,4853,1146,129,0,3452,0,390,728,4125,23.6,2.7,0,71.1,0,8,15,14.5,85.5
1400000U,06037403326,Census Tract 4033.26; Los Angeles County; California,2328,666,56,54,1467,16,374,655,1673,28.6,2.4,2.3,63,0.7,16.1,28.1,7.6,92.4
1400000U,06037403327,Census Tract 4033.27; Los Angeles County; California,2431,1107,135,14,1033,0,510,772,1659,45.5,5.6,0.6,42.5,0,21,31.8,22.3,77.7
1400000U,06037403328,Census Tract 4033.28; Los Angeles County; California,5333,1509,60,29,3416,111,685,1076,4257,28.3,1.1,0.5,64.1,2.1,12.8,20.2,13.4,86.6
1400000U,06037403401,Census Tract 4034.01; Los Angeles County; California,4911,1131,426,0,3006,0,919,1131,3780,23,8.7,0,61.2,0,18.7,23,7.9,92.1
1400000U,06037403402,Census Tract 4034.02; Los Angeles County; California,3243,651,79,13,2112,91,600,749,2494,20.1,2.4,0.4,65.1,2.8,18.5,23.1,9.3,90.7
1400000U,06037403403,Census Tract 4034.03; Los Angeles County; California,5177,608,116,0,3878,190,724,701,4476,11.7,2.2,0,74.9,3.7,14,13.5,6.4,93.6
1400000U,06037403404,Census Tract 4034.04; Los Angeles County; California,2200,540,103,33,1472,9,179,374,1826,24.5,4.7,1.5,66.9,0.4,8.1,17,12.6,87.4
1400000U,06037403407,Census Tract 4034.07; Los Angeles County; California,2265,477,30,0,1719,0,108,277,1988,21.1,1.3,0,75.9,0,4.8,12.2,11.3,88.7
1400000U,06037403408,Census Tract 4034.08; Los Angeles County; California,6164,1049,89,35,4621,0,841,1097,5067,17,1.4,0.6,75,0,13.6,17.8,6.5,93.5
1400000U,06037403409,Census Tract 4034.09; Los Angeles County; California,3897,983,50,62,2527,22,580,762,3135,25.2,1.3,1.6,64.8,0.6,14.9,19.6,13.7,86.3
1400000U,06037403500,Census Tract 4035; Los Angeles County; California,1438,698,32,0,665,0,376,509,929,48.5,2.2,0,46.2,0,26.1,35.4,22.1,77.9
1400000U,06037403601,Census Tract 4036.01; Los Angeles County; California,6590,3160,158,208,1203,50,3235,3893,2697,48,2.4,3.2,18.3,0.8,49.1,59.1,20.3,79.7
1400000U,06037403702,Census Tract 4037.02; Los Angeles County; California,4186,3052,144,7,785,0,1255,1737,2449,72.9,3.4,0.2,18.8,0,30,41.5,36,64
1400000U,06037403703,Census Tract 4037.03; Los Angeles County; California,4786,2961,95,158,903,26,1507,2037,2749,61.9,2,3.3,18.9,0.5,31.5,42.6,36.1,63.9
1400000U,06037403721,Census Tract 4037.21; Los Angeles County; California,5569,3332,594,170,803,8,2133,3184,2385,59.8,10.7,3.1,14.4,0.1,38.3,57.2,19.8,80.2
1400000U,06037403722,Census Tract 4037.22; Los Angeles County; California,5437,2389,270,97,800,25,2858,3583,1854,43.9,5,1.8,14.7,0.5,52.6,65.9,12.1,87.9
1400000U,06037403801,Census Tract 4038.01; Los Angeles County; California,5605,2948,771,274,823,11,1927,3138,2467,52.6,13.8,4.9,14.7,0.2,34.4,56,17.4,82.6
1400000U,06037403802,Census Tract 4038.02; Los Angeles County; California,6221,3895,282,123,682,133,1985,3618,2603,62.6,4.5,2,11,2.1,31.9,58.2,25.7,74.3
1400000U,06037403901,Census Tract 4039.01; Los Angeles County; California,2976,2173,165,188,360,15,692,1285,1691,73,5.5,6.3,12.1,0.5,23.3,43.2,39.4,60.6
1400000U,06037403902,Census Tract 4039.02; Los Angeles County; California,5250,3159,256,145,726,0,1599,2733,2517,60.2,4.9,2.8,13.8,0,30.5,52.1,28.7,71.3
1400000U,06037404000,Census Tract 4040; Los Angeles County; California,4547,2459,186,113,577,13,2323,2763,1784,54.1,4.1,2.5,12.7,0.3,51.1,60.8,20,80
1400000U,06037404100,Census Tract 4041; Los Angeles County; California,6307,2772,71,393,671,0,3484,5102,1205,44,1.1,6.2,10.6,0,55.2,80.9,8.5,91.5
1400000U,06037404201,Census Tract 4042.01; Los Angeles County; California,3551,2006,113,223,402,40,1651,2803,748,56.5,3.2,6.3,11.3,1.1,46.5,78.9,9,91
1400000U,06037404203,Census Tract 4042.03; Los Angeles County; California,4165,2238,251,26,705,26,1654,2636,1529,53.7,6,0.6,16.9,0.6,39.7,63.3,17.1,82.9
1400000U,06037404301,Census Tract 4043.01; Los Angeles County; California,6257,2808,175,151,138,0,3716,5474,783,44.9,2.8,2.4,2.2,0,59.4,87.5,5.4,94.6
1400000U,06037404302,Census Tract 4043.02; Los Angeles County; California,2412,1352,148,34,134,0,1485,1826,586,56.1,6.1,1.4,5.6,0,61.6,75.7,14.4,85.6
1400000U,06037404401,Census Tract 4044.01; Los Angeles County; California,3902,2286,15,45,142,28,2297,3135,767,58.6,0.4,1.2,3.6,0.7,58.9,80.3,15.5,84.5
1400000U,06037404402,Census Tract 4044.02; Los Angeles County; California,4624,3010,26,10,441,12,2894,3722,902,65.1,0.6,0.2,9.5,0.3,62.6,80.5,5.6,94.4
1400000U,06037404501,Census Tract 4045.01; Los Angeles County; California,2721,1281,69,197,193,14,1719,2366,355,47.1,2.5,7.2,7.1,0.5,63.2,87,4.9,95.1
1400000U,06037404503,Census Tract 4045.03; Los Angeles County; California,2988,1196,229,78,640,161,1616,1975,1013,40,7.7,2.6,21.4,5.4,54.1,66.1,5.7,94.3
1400000U,06037404504,Census Tract 4045.04; Los Angeles County; California,4844,1387,398,204,1060,158,2532,3420,1424,28.6,8.2,4.2,21.9,3.3,52.3,70.6,3.6,96.4
1400000U,06037404600,Census Tract 4046; Los Angeles County; California,1352,825,11,67,17,15,878,1248,104,61,0.8,5,1.3,1.1,64.9,92.3,5.5,94.5
1400000U,06037404701,Census Tract 4047.01; Los Angeles County; California,5737,2827,17,424,1205,0,2932,4429,1308,49.3,0.3,7.4,21,0,51.1,77.2,2.8,97.2
1400000U,06037404702,Census Tract 4047.02; Los Angeles County; California,4792,1850,77,166,1527,0,2091,3090,1702,38.6,1.6,3.5,31.9,0,43.6,64.5,2.4,97.6
1400000U,06037404703,Census Tract 4047.03; Los Angeles County; California,3209,838,90,98,614,7,2079,2488,721,26.1,2.8,3.1,19.1,0.2,64.8,77.5,1.2,98.8
1400000U,06037404804,Census Tract 4048.04; Los Angeles County; California,4223,2364,17,297,852,0,2137,3126,1097,56,0.4,7,20.2,0,50.6,74,6.3,93.7
1400000U,06037404805,Census Tract 4048.05; Los Angeles County; California,2922,1445,0,15,791,0,1428,2052,870,49.5,0,0.5,27.1,0,48.9,70.2,3.4,96.6
1400000U,06037404806,Census Tract 4048.06; Los Angeles County; California,5842,2151,83,250,1151,0,3172,4409,1433,36.8,1.4,4.3,19.7,0,54.3,75.5,3.7,96.3
1400000U,06037404901,Census Tract 4049.01; Los Angeles County; California,5363,1857,16,456,1206,0,2884,3931,1432,34.6,0.3,8.5,22.5,0,53.8,73.3,2,98
1400000U,06037404902,Census Tract 4049.02; Los Angeles County; California,3343,959,38,225,1128,0,1671,2113,1230,28.7,1.1,6.7,33.7,0,50,63.2,3,97
1400000U,06037404903,Census Tract 4049.03; Los Angeles County; California,2677,1014,37,239,802,0,1175,1772,905,37.9,1.4,8.9,30,0,43.9,66.2,2.4,97.6
1400000U,06037405001,Census Tract 4050.01; Los Angeles County; California,5366,2003,99,872,974,33,3221,4189,1177,37.3,1.8,16.3,18.2,0.6,60,78.1,2.5,97.5
1400000U,06037405002,Census Tract 4050.02; Los Angeles County; California,3271,1851,49,238,388,0,1872,2730,541,56.6,1.5,7.3,11.9,0,57.2,83.5,3.2,96.8
1400000U,06037405101,Census Tract 4051.01; Los Angeles County; California,5368,2034,55,604,1762,37,2676,3424,1944,37.9,1,11.3,32.8,0.7,49.9,63.8,2.8,97.2
1400000U,06037405102,Census Tract 4051.02; Los Angeles County; California,4850,1650,180,244,1279,0,2645,3354,1496,34,3.7,5,26.4,0,54.5,69.2,1.5,98.5
1400000U,06037405201,Census Tract 4052.01; Los Angeles County; California,5421,2868,29,428,987,0,2322,4240,1181,52.9,0.5,7.9,18.2,0,42.8,78.2,3,97
1400000U,06037405202,Census Tract 4052.02; Los Angeles County; California,4208,1425,55,437,958,0,2188,3119,1089,33.9,1.3,10.4,22.8,0,52,74.1,2,98
1400000U,06037405203,Census Tract 4052.03; Los Angeles County; California,3038,1087,62,103,695,4,1774,2101,937,35.8,2,3.4,22.9,0.1,58.4,69.2,9.2,90.8
1400000U,06037405301,Census Tract 4053.01; Los Angeles County; California,2977,1503,59,234,760,0,1080,1774,1203,50.5,2,7.9,25.5,0,36.3,59.6,15.4,84.6
1400000U,06037405302,Census Tract 4053.02; Los Angeles County; California,5688,2642,250,441,1087,0,3007,3811,1877,46.4,4.4,7.8,19.1,0,52.9,67,11.1,88.9
1400000U,06037405400,Census Tract 4054; Los Angeles County; California,5027,2622,174,182,681,110,2528,3665,1362,52.2,3.5,3.6,13.5,2.2,50.3,72.9,9.1,90.9
1400000U,06037405500,Census Tract 4055; Los Angeles County; California,6207,2741,207,455,1264,0,3104,4328,1879,44.2,3.3,7.3,20.4,0,50,69.7,9.7,90.3
1400000U,06037405600,Census Tract 4056; Los Angeles County; California,5748,2402,176,348,1478,13,2570,3656,2092,41.8,3.1,6.1,25.7,0.2,44.7,63.6,7.3,92.7
1400000U,06037405701,Census Tract 4057.01; Los Angeles County; California,3637,1701,237,130,867,30,1542,2179,1458,46.8,6.5,3.6,23.8,0.8,42.4,59.9,12,88
1400000U,06037405702,Census Tract 4057.02; Los Angeles County; California,5159,2699,136,94,1065,17,2630,3184,1975,52.3,2.6,1.8,20.6,0.3,51,61.7,13.4,86.6
1400000U,06037405800,Census Tract 4058; Los Angeles County; California,5514,2350,231,55,1018,75,2417,3637,1877,42.6,4.2,1,18.5,1.4,43.8,66,12.3,87.7
1400000U,06037405900,Census Tract 4059; Los Angeles County; California,4217,2582,94,265,700,6,1578,2786,1431,61.2,2.2,6.3,16.6,0.1,37.4,66.1,17.1,82.9
1400000U,06037406000,Census Tract 4060; Los Angeles County; California,5235,2786,263,19,714,122,2761,3318,1917,53.2,5,0.4,13.6,2.3,52.7,63.4,15.6,84.4
1400000U,06037406101,Census Tract 4061.01; Los Angeles County; California,3206,2249,105,83,512,41,1650,2077,1129,70.1,3.3,2.6,16,1.3,51.5,64.8,19,81
1400000U,06037406103,Census Tract 4061.03; Los Angeles County; California,8008,4401,737,208,942,90,3110,4938,3070,55,9.2,2.6,11.8,1.1,38.8,61.7,19.5,80.5
1400000U,06037406201,Census Tract 4062.01; Los Angeles County; California,3655,1675,139,128,847,3,1593,2380,1275,45.8,3.8,3.5,23.2,0.1,43.6,65.1,4.9,95.1
1400000U,06037406300,Census Tract 4063; Los Angeles County; California,5730,2332,49,283,2206,3,1661,2238,3492,40.7,0.9,4.9,38.5,0.1,29,39.1,19,81
1400000U,06037406413,Census Tract 4064.13; Los Angeles County; California,6398,2408,198,159,1886,0,2833,3315,3083,37.6,3.1,2.5,29.5,0,44.3,51.8,14.3,85.7
1400000U,06037406500,Census Tract 4065; Los Angeles County; California,7917,2483,181,78,2819,224,4188,4367,3550,31.4,2.3,1,35.6,2.8,52.9,55.2,5.4,94.6
1400000U,06037406601,Census Tract 4066.01; Los Angeles County; California,5037,1812,288,36,1726,19,1634,2273,2764,36,5.7,0.7,34.3,0.4,32.4,45.1,13.7,86.3
1400000U,06037406602,Census Tract 4066.02; Los Angeles County; California,4676,1396,127,129,957,0,2853,3168,1508,29.9,2.7,2.8,20.5,0,61,67.8,9.9,90.1
1400000U,06037406701,Census Tract 4067.01; Los Angeles County; California,3198,1102,293,35,557,0,2006,2193,1005,34.5,9.2,1.1,17.4,0,62.7,68.6,5,95
1400000U,06037406702,Census Tract 4067.02; Los Angeles County; California,7019,2551,209,409,1899,26,2871,3706,3313,36.3,3,5.8,27.1,0.4,40.9,52.8,18.2,81.8
1400000U,06037406801,Census Tract 4068.01; Los Angeles County; California,4972,2178,342,197,1114,30,1931,3118,1854,43.8,6.9,4,22.4,0.6,38.8,62.7,9.8,90.2
1400000U,06037406903,Census Tract 4069.03; Los Angeles County; California,7307,2918,254,133,1064,44,4255,5890,1417,39.9,3.5,1.8,14.6,0.6,58.2,80.6,2.5,97.5
1400000U,06037407001,Census Tract 4070.01; Los Angeles County; California,5934,2450,26,272,683,0,3334,5030,904,41.3,0.4,4.6,11.5,0,56.2,84.8,3.4,96.6
1400000U,06037407002,Census Tract 4070.02; Los Angeles County; California,3372,1236,18,65,423,25,2096,2832,540,36.7,0.5,1.9,12.5,0.7,62.2,84,2.8,97.2
1400000U,06037407101,Census Tract 4071.01; Los Angeles County; California,4315,1158,36,137,501,0,3072,3776,539,26.8,0.8,3.2,11.6,0,71.2,87.5,1.4,98.6
1400000U,06037407102,Census Tract 4071.02; Los Angeles County; California,5415,1714,8,132,802,9,3281,4500,915,31.7,0.1,2.4,14.8,0.2,60.6,83.1,1.3,98.7
1400000U,06037407201,Census Tract 4072.01; Los Angeles County; California,3425,1354,92,57,457,0,2124,2881,544,39.5,2.7,1.7,13.3,0,62,84.1,2.2,97.8
1400000U,06037407202,Census Tract 4072.02; Los Angeles County; California,3082,1051,15,528,288,0,1836,2371,711,34.1,0.5,17.1,9.3,0,59.6,76.9,4.6,95.4
1400000U,06037407301,Census Tract 4073.01; Los Angeles County; California,3752,1833,64,92,900,0,1743,2623,1129,48.9,1.7,2.5,24,0,46.5,69.9,4.2,95.8
1400000U,06037407302,Census Tract 4073.02; Los Angeles County; California,3593,2172,252,134,413,0,1466,2908,685,60.5,7,3.7,11.5,0,40.8,80.9,2.6,97.4
1400000U,06037407400,Census Tract 4074; Los Angeles County; California,1848,476,51,79,549,22,882,1184,664,25.8,2.8,4.3,29.7,1.2,47.7,64.1,3.1,96.9
1400000U,06037407501,Census Tract 4075.01; Los Angeles County; California,4241,1816,46,45,1063,102,2025,2938,1303,42.8,1.1,1.1,25.1,2.4,47.7,69.3,2.9,97.1
1400000U,06037407502,Census Tract 4075.02; Los Angeles County; California,3905,1349,50,182,464,0,2615,3297,608,34.5,1.3,4.7,11.9,0,67,84.4,5,95
1400000U,06037407601,Census Tract 4076.01; Los Angeles County; California,4203,968,75,24,797,0,3139,3281,922,23,1.8,0.6,19,0,74.7,78.1,2.1,97.9
1400000U,06037407602,Census Tract 4076.02; Los Angeles County; California,4026,1412,217,40,452,5,2738,3087,939,35.1,5.4,1,11.2,0.1,68,76.7,6.2,93.8
1400000U,06037407701,Census Tract 4077.01; Los Angeles County; California,4418,1362,169,34,826,0,2790,3404,1014,30.8,3.8,0.8,18.7,0,63.2,77,1.3,98.7
1400000U,06037407702,Census Tract 4077.02; Los Angeles County; California,6536,2658,40,401,1235,0,3179,4866,1670,40.7,0.6,6.1,18.9,0,48.6,74.4,2.9,97.1
1400000U,06037407801,Census Tract 4078.01; Los Angeles County; California,5148,1769,208,203,1060,0,2599,3235,1913,34.4,4,3.9,20.6,0,50.5,62.8,12.8,87.2
1400000U,06037407802,Census Tract 4078.02; Los Angeles County; California,3207,1099,106,144,603,45,1640,2359,848,34.3,3.3,4.5,18.8,1.4,51.1,73.6,4.1,95.9
1400000U,06037407901,Census Tract 4079.01; Los Angeles County; California,4317,2407,104,122,651,0,2518,3163,1154,55.8,2.4,2.8,15.1,0,58.3,73.3,8.9,91.1
1400000U,06037407902,Census Tract 4079.02; Los Angeles County; California,1632,446,62,73,807,24,538,733,899,27.3,3.8,4.5,49.4,1.5,33,44.9,5.6,94.4
1400000U,06037408003,Census Tract 4080.03; Los Angeles County; California,4687,974,232,131,1252,0,2600,2970,1717,20.8,4.9,2.8,26.7,0,55.5,63.4,4,96
1400000U,06037408004,Census Tract 4080.04; Los Angeles County; California,2414,686,479,0,800,20,823,1000,1414,28.4,19.8,0,33.1,0.8,34.1,41.4,7.2,92.8
1400000U,06037408005,Census Tract 4080.05; Los Angeles County; California,5367,1831,244,118,2142,20,1752,2435,2932,34.1,4.5,2.2,39.9,0.4,32.6,45.4,12.4,87.6
1400000U,06037408006,Census Tract 4080.06; Los Angeles County; California,3878,855,30,74,2140,8,1073,1459,2419,22,0.8,1.9,55.2,0.2,27.7,37.6,6.9,93.1
1400000U,06037408133,Census Tract 4081.33; Los Angeles County; California,5988,1259,888,91,1621,8,2825,3278,2710,21,14.8,1.5,27.1,0.1,47.2,54.7,3.8,96.2
1400000U,06037408134,Census Tract 4081.34; Los Angeles County; California,2641,893,42,35,1510,6,596,870,1771,33.8,1.6,1.3,57.2,0.2,22.6,32.9,10.5,89.5
1400000U,06037408135,Census Tract 4081.35; Los Angeles County; California,4336,1194,142,29,2723,0,791,1284,3052,27.5,3.3,0.7,62.8,0,18.2,29.6,8.7,91.3
1400000U,06037408136,Census Tract 4081.36; Los Angeles County; California,3718,1098,394,81,1426,19,1458,1740,1978,29.5,10.6,2.2,38.4,0.5,39.2,46.8,6.3,93.7
1400000U,06037408137,Census Tract 4081.37; Los Angeles County; California,4099,889,332,4,1745,195,1597,1754,2345,21.7,8.1,0.1,42.6,4.8,39,42.8,4.6,95.4
1400000U,06037408138,Census Tract 4081.38; Los Angeles County; California,4889,2246,231,100,426,0,3125,4367,522,45.9,4.7,2,8.7,0,63.9,89.3,3.6,96.4
1400000U,06037408139,Census Tract 4081.39; Los Angeles County; California,4478,1074,1,36,627,6,3293,3843,635,24,0,0.8,14,0.1,73.5,85.8,0.2,99.8
1400000U,06037408140,Census Tract 4081.40; Los Angeles County; California,3409,754,15,50,232,0,2835,3183,226,22.1,0.4,1.5,6.8,0,83.2,93.4,0.7,99.3
1400000U,06037408141,Census Tract 4081.41; Los Angeles County; California,4075,1329,109,30,645,0,2734,3314,761,32.6,2.7,0.7,15.8,0,67.1,81.3,1.9,98.1
1400000U,06037408212,Census Tract 4082.12; Los Angeles County; California,4750,550,78,25,2756,0,1603,1788,2962,11.6,1.6,0.5,58,0,33.7,37.6,4.7,95.3
1400000U,06037408213,Census Tract 4082.13; Los Angeles County; California,5787,618,199,267,3345,135,1604,2003,3784,10.7,3.4,4.6,57.8,2.3,27.7,34.6,4.7,95.3
1400000U,06037408301,Census Tract 4083.01; Los Angeles County; California,5923,2039,62,122,574,0,4203,5151,772,34.4,1,2.1,9.7,0,71,87,2.4,97.6
1400000U,06037408302,Census Tract 4083.02; Los Angeles County; California,3350,1073,169,122,280,0,2273,2661,689,32,5,3.6,8.4,0,67.9,79.4,7.7,92.3
1400000U,06037408303,Census Tract 4083.03; Los Angeles County; California,4228,2208,26,118,662,0,2710,3224,1004,52.2,0.6,2.8,15.7,0,64.1,76.3,6.7,93.3
1400000U,06037408401,Census Tract 4084.01; Los Angeles County; California,4352,1358,12,62,1194,120,1986,2771,1581,31.2,0.3,1.4,27.4,2.8,45.6,63.7,8.3,91.7
1400000U,06037408402,Census Tract 4084.02; Los Angeles County; California,6286,3153,141,101,1530,41,2602,3314,2972,50.2,2.2,1.6,24.3,0.7,41.4,52.7,23.3,76.7
1400000U,06037408503,Census Tract 4085.03; Los Angeles County; California,6923,3002,85,28,2959,268,1850,2554,4369,43.4,1.2,0.4,42.7,3.9,26.7,36.9,15.2,84.8
1400000U,06037408504,Census Tract 4085.04; Los Angeles County; California,5418,1656,38,265,1949,3,2365,2866,2552,30.6,0.7,4.9,36,0.1,43.7,52.9,11.9,88.1
1400000U,06037408505,Census Tract 4085.05; Los Angeles County; California,2373,716,38,38,1261,0,572,873,1500,30.2,1.6,1.6,53.1,0,24.1,36.8,8.8,91.2
1400000U,06037408623,Census Tract 4086.23; Los Angeles County; California,3117,713,167,28,2094,8,366,445,2672,22.9,5.4,0.9,67.2,0.3,11.7,14.3,12.8,87.2
1400000U,06037408624,Census Tract 4086.24; Los Angeles County; California,3054,839,59,61,1789,0,394,753,2301,27.5,1.9,2,58.6,0,12.9,24.7,15.9,84.1
1400000U,06037408625,Census Tract 4086.25; Los Angeles County; California,3873,1142,52,14,2010,0,1056,1436,2437,29.5,1.3,0.4,51.9,0,27.3,37.1,12,88
1400000U,06037408626,Census Tract 4086.26; Los Angeles County; California,3778,417,230,0,2700,0,569,632,3146,11,6.1,0,71.5,0,15.1,16.7,5.8,94.2
1400000U,06037408627,Census Tract 4086.27; Los Angeles County; California,2626,460,25,30,1851,3,383,548,2078,17.5,1,1.1,70.5,0.1,14.6,20.9,8.7,91.3
1400000U,06037408628,Census Tract 4086.28; Los Angeles County; California,5591,1045,51,26,3683,0,955,1536,4055,18.7,0.9,0.5,65.9,0,17.1,27.5,5.3,94.7
1400000U,06037408629,Census Tract 4086.29; Los Angeles County; California,3069,795,123,98,1539,84,873,1020,2049,25.9,4,3.2,50.1,2.7,28.4,33.2,12.5,87.5
1400000U,06037408631,Census Tract 4086.31; Los Angeles County; California,5014,1734,8,329,1969,0,1828,2457,2557,34.6,0.2,6.6,39.3,0,36.5,49,10.9,89.1
1400000U,06037408703,Census Tract 4087.03; Los Angeles County; California,5547,1082,57,58,4179,9,703,844,4703,19.5,1,1,75.3,0.2,12.7,15.2,8.7,91.3
1400000U,06037408705,Census Tract 4087.05; Los Angeles County; California,5540,852,22,22,4108,0,775,979,4561,15.4,0.4,0.4,74.2,0,14,17.7,7.4,92.6
1400000U,06037408707,Census Tract 4087.07; Los Angeles County; California,6507,1362,70,16,4869,23,348,731,5776,20.9,1.1,0.2,74.8,0.4,5.3,11.2,13.3,86.7
1400000U,06037408722,Census Tract 4087.22; Los Angeles County; California,4244,958,2,59,2745,0,1084,1161,3083,22.6,0,1.4,64.7,0,25.5,27.4,9.3,90.7
1400000U,06037408724,Census Tract 4087.24; Los Angeles County; California,5435,513,39,36,1521,37,3459,3766,1669,9.4,0.7,0.7,28,0.7,63.6,69.3,1.3,98.7
1400000U,06037408725,Census Tract 4087.25; Los Angeles County; California,5854,1436,198,118,3318,55,1169,1840,4014,24.5,3.4,2,56.7,0.9,20,31.4,7.8,92.2
1400000U,06037408800,Census Tract 4088; Los Angeles County; California,4759,1783,680,194,561,53,2306,3189,1570,37.5,14.3,4.1,11.8,1.1,48.5,67,9.2,90.8
1400000U,06037408900,Census Tract 4089; Los Angeles County; California,5529,4004,300,213,786,0,1484,1951,3578,72.4,5.4,3.9,14.2,0,26.8,35.3,41.1,58.9
1400000U,06037409000,Census Tract 4090; Los Angeles County; California,7610,4251,453,629,480,0,4533,5732,1878,55.9,6,8.3,6.3,0,59.6,75.3,13.8,86.2
1400000U,06037409100,Census Tract 4091; Los Angeles County; California,5576,2273,137,115,1667,34,2435,3415,2161,40.8,2.5,2.1,29.9,0.6,43.7,61.2,7,93
1400000U,06037430003,Census Tract 4300.03; Los Angeles County; California,4848,3135,163,71,1107,75,1014,1757,3091,64.7,3.4,1.5,22.8,1.5,20.9,36.2,36.1,63.9
1400000U,06037430004,Census Tract 4300.04; Los Angeles County; California,3331,2020,287,0,501,0,1223,1556,1775,60.6,8.6,0,15,0,36.7,46.7,29.5,70.5
1400000U,06037430005,Census Tract 4300.05; Los Angeles County; California,3822,1388,383,291,1462,8,1039,1760,2062,36.3,10,7.6,38.3,0.2,27.2,46,13.2,86.8
1400000U,06037430101,Census Tract 4301.01; Los Angeles County; California,5018,3064,469,48,828,0,1664,2445,2573,61.1,9.3,1,16.5,0,33.2,48.7,26.2,73.8
1400000U,06037430102,Census Tract 4301.02; Los Angeles County; California,4902,2068,61,38,720,54,2888,3571,1331,42.2,1.2,0.8,14.7,1.1,58.9,72.8,10.6,89.4
1400000U,06037430200,Census Tract 4302; Los Angeles County; California,1041,703,26,7,301,1,101,128,913,67.5,2.5,0.7,28.9,0.1,9.7,12.3,57.8,42.2
1400000U,06037430301,Census Tract 4303.01; Los Angeles County; California,4694,3737,62,0,1038,0,896,1102,3592,79.6,1.3,0,22.1,0,19.1,23.5,53.1,46.9
1400000U,06037430302,Census Tract 4303.02; Los Angeles County; California,4859,3656,163,108,839,118,913,1148,3711,75.2,3.4,2.2,17.3,2.4,18.8,23.6,53.8,46.2
1400000U,06037430400,Census Tract 4304; Los Angeles County; California,4267,1649,56,54,2382,0,377,775,3492,38.6,1.3,1.3,55.8,0,8.8,18.2,24.2,75.8
1400000U,06037430501,Census Tract 4305.01; Los Angeles County; California,4526,3306,510,88,722,42,474,595,3931,73,11.3,1.9,16,0.9,10.5,13.1,61.1,38.9
1400000U,06037430502,Census Tract 4305.02; Los Angeles County; California,6494,4795,171,202,1492,0,572,1260,5234,73.8,2.6,3.1,23,0,8.8,19.4,52,48
1400000U,06037430600,Census Tract 4306; Los Angeles County; California,4291,1971,13,39,2480,0,354,405,3886,45.9,0.3,0.9,57.8,0,8.2,9.4,31.7,68.3
1400000U,06037430701,Census Tract 4307.01; Los Angeles County; California,5074,2501,97,219,2412,0,686,1123,3951,49.3,1.9,4.3,47.5,0,13.5,22.1,28.6,71.4
1400000U,06037430721,Census Tract 4307.21; Los Angeles County; California,3303,1363,70,90,1809,9,167,544,2759,41.3,2.1,2.7,54.8,0.3,5.1,16.5,26,74
1400000U,06037430723,Census Tract 4307.23; Los Angeles County; California,5075,2122,159,147,2399,0,1401,1465,3610,41.8,3.1,2.9,47.3,0,27.6,28.9,17.4,82.6
1400000U,06037430724,Census Tract 4307.24; Los Angeles County; California,5018,1566,28,89,2918,191,663,930,4088,31.2,0.6,1.8,58.2,3.8,13.2,18.5,17.9,82.1
1400000U,06037430801,Census Tract 4308.01; Los Angeles County; California,7235,2028,441,54,4373,50,1162,1733,5502,28,6.1,0.7,60.4,0.7,16.1,24,9.2,90.8
1400000U,06037430802,Census Tract 4308.02; Los Angeles County; California,4008,839,0,28,3146,26,162,302,3706,20.9,0,0.7,78.5,0.6,4,7.5,13.4,86.6
1400000U,06037430803,Census Tract 4308.03; Los Angeles County; California,5079,1172,51,37,3298,15,872,967,4112,23.1,1,0.7,64.9,0.3,17.2,19,13.6,86.4
1400000U,06037430901,Census Tract 4309.01; Los Angeles County; California,4169,2071,337,126,793,182,1910,2355,1814,49.7,8.1,3,19,4.4,45.8,56.5,17.5,82.5
1400000U,06037430902,Census Tract 4309.02; Los Angeles County; California,5111,2649,369,48,1464,5,1656,2199,2912,51.8,7.2,0.9,28.6,0.1,32.4,43,21,79
1400000U,06037431002,Census Tract 4310.02; Los Angeles County; California,3072,2256,144,152,593,0,651,1189,1883,73.4,4.7,4.9,19.3,0,21.2,38.7,40.5,59.5
1400000U,06037431003,Census Tract 4310.03; Los Angeles County; California,4754,2992,611,46,649,0,1784,2587,2167,62.9,12.9,1,13.7,0,37.5,54.4,18.4,81.6
1400000U,06037431004,Census Tract 4310.04; Los Angeles County; California,3343,1956,102,38,618,0,925,1668,1675,58.5,3.1,1.1,18.5,0,27.7,49.9,29.5,70.5
1400000U,06037431100,Census Tract 4311; Los Angeles County; California,7321,3498,1044,212,1299,0,2804,3791,3530,47.8,14.3,2.9,17.7,0,38.3,51.8,16.2,83.8
1400000U,06037431200,Census Tract 4312; Los Angeles County; California,6459,2823,366,413,598,5,4189,4806,1653,43.7,5.7,6.4,9.3,0.1,64.9,74.4,11.1,88.9
1400000U,06037431300,Census Tract 4313; Los Angeles County; California,2620,1378,147,122,744,0,748,951,1669,52.6,5.6,4.7,28.4,0,28.5,36.3,28.9,71.1
